CSAFP,CBSAFP,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,id,tile_name,h_min,h_max,v_min,v_max,msa_area (m2)
,37580,310M200US37580,37580,"Paris, TX",M2,2349622228,67103153,638,h017v014,17,17,14,14,2416600800.0
294,26900,310M200US26900,26900,"Indianapolis-Carmel-Anderson, IN",M1,11153808785,88567120,639,h022v008;h022v009,22,22,8,9,11242336500.0
,42700,310M200US42700,42700,"Sebring, FL",M1,2632923680,231677932,640,h026v017;h026v018;h027v018,26,27,17,18,2864279700.0
309,27900,310M200US27900,27900,"Joplin, MO",M1,3271758238,11950922,641,h017v011;h018v011,17,18,11,11,3284234100.0
,39060,310M200US39060,39060,"Pottsville, PA",M2,2016645898,10834897,643,h027v007;h027v008;h028v007;h028v008,27,28,7,8,2027646900.0
284,31680,310M200US31680,31680,"Malvern, AR",M2,1593379456,18035696,644,h018v013;h019v013,18,19,13,13,1611321300.0
,11500,310M200US11500,11500,"Anniston-Oxford-Jacksonville, AL",M1,1569245411,16568577,645,h023v013,23,23,13,13,1585804500.0
258,28340,310M200US28340,28340,"Kendallville, IN",M2,1064079612,17066449,646,h022v008;h023v008,22,23,8,8,1081109700.0
294,35860,310M200US35860,35860,"North Vernon, IN",M2,975364217,4546213,647,h022v009;h022v010;h023v009;h023v010,22,23,9,10,979878600.0
144,13260,310M200US13260,13260,"Bedford, IN",M2,1163367041,7122898,648,h022v009;h022v010,22,22,9,10,1170675900.0
,21420,310M200US21420,21420,"Enid, OK",M2,2741478921,4075930,649,h015v012;h016v012,15,16,12,12,2745614700.0
515,38500,310M200US38500,38500,"Plymouth, IN",M2,1148993902,15834723,650,h022v008,22,22,8,8,1164733200.0
,32300,310M200US32300,32300,"Martinsville, VA",M2,1018634690,5415311,651,h026v011,26,26,11,11,1023938100.0
174,16860,310M200US16860,16860,"Chattanooga, TN-GA",M1,5410466556,126498051,652,h023v012;h023v013,23,23,12,13,5537362500.0
314,28940,310M200US28940,28940,"Knoxville, TN",M1,9066318482,386471845,653,h023v011;h023v012;h024v011;h024v012,23,24,11,12,9453051000.0
233,24060,310M200US24060,24060,"Glenwood Springs, CO",M2,10148533053,27895304,654,h009v009;h010v009;h011v009,9,11,9,9,10175636700.0
,22220,310M200US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO",M1,8192540477,129289519,655,h017v011;h017v012;h018v011;h018v012,17,18,11,12,8322021900.0
246,22180,310M200US22180,22180,"Fayetteville, NC",M1,2701923062,19282163,656,h027v012,27,27,12,12,2721148200.0
266,24340,310M200US24340,24340,"Grand Rapids-Wyoming, MI",M1,6914641979,2930476628,657,h022v006;h022v007;h023v006;h023v007,22,23,6,7,7114663800.0
454,39820,310M200US39820,39820,"Redding, CA",M1,9778188572,186530168,658,h002v006;h002v007;h003v006;h003v007,2,3,6,7,9964466100.0
106,10740,310M200US10740,10740,"Albuquerque, NM",M1,24041256743,37921741,659,h010v011;h010v012;h010v013;h011v012;h011v013,10,11,11,13,24079493700.0
,11140,310M200US11140,11140,"Americus, GA",M2,1682460171,28168103,660,h024v014;h024v015,24,24,14,15,1710435600.0
,15820,310M200US15820,15820,"Campbellsville, KY",M2,689791804,27162481,661,h023v011,23,23,11,11,717377400.0
276,49620,310M200US49620,49620,"York-Hanover, PA",M1,2341884216,16941833,662,h027v008;h028v008,27,28,8,8,2358606600.0
366,24420,310M200US24420,24420,"Grants Pass, OR",M1,4246697356,5623906,663,h002v005,2,2,5,5,4251912300.0
,46660,310M200US46660,46660,"Valdosta, GA",M1,4116441967,102347892,664,h024v015;h025v015,24,25,15,15,4218282900.0
,29460,310M200US29460,29460,"Lakeland-Winter Haven, FL",M1,4653250695,553800050,665,h026v017;h026v018,26,26,17,18,5207824800.0
468,40580,310M200US40580,40580,"Rocky Mount, NC",M1,2708235069,9748791,666,h027v011;h028v011,27,28,11,11,2717838900.0
273,23500,310M200US23500,23500,"Gaffney, SC",M2,1016985344,11701051,667,h025v012,25,25,12,12,1028687400.0
316,29020,310M200US29020,29020,"Kokomo, IN",M1,758858971,2394185,668,h022v008,22,22,8,8,761238900.0
548,20660,310M200US20660,20660,"Easton, MD",M2,695511462,539408789,669,h028v009,28,28,9,9,796245300.0
,27700,310M200US27700,27700,"Jesup, GA",M2,1662237980,18136147,670,h025v014;h025v015;h026v015,25,26,14,15,1680121800.0
206,18620,310M200US18620,18620,"Corsicana, TX",M2,2614935760,197625966,671,h016v015;h017v015,16,17,15,15,2812723200.0
408,14860,310M200US14860,14860,"Bridgeport-Stamford-Norwalk, CT",M1,1618664455,548955210,672,h029v006;h029v007,29,29,6,7,1694789100.0
217,19760,310M200US19760,19760,"DeRidder, LA",M2,2997502171,21999001,673,h018v016;h019v016,18,19,16,16,3019010400.0
238,29740,310M200US29740,29740,"Las Cruces, NM",M1,9862379062,17584926,674,h010v014;h010v015,10,10,14,15,9882139500.0
,18380,310M200US18380,18380,"Cordele, GA",M2,706002618,21657691,675,h024v014;h024v015,24,24,14,15,728201700.0
,24980,310M200US24980,24980,"Grenada, MS",M2,1093252414,70698246,676,h020v013;h020v014;h021v013;h021v014,20,21,13,14,1163703600.0
,26020,310M200US26020,26020,"Hobbs, NM",M2,11372051343,8468321,677,h012v014;h012v015,12,12,14,15,11381009400.0
258,12140,310M200US12140,12140,"Auburn, IN",M2,939732067,2657420,678,h023v008,23,23,8,8,942442200.0
,48460,310M200US48460,48460,"West Plains, MO",M2,2401562305,2913502,679,h019v011;h019v012,19,19,11,12,2404621800.0
,36300,310M200US36300,36300,"Ogdensburg-Massena, NY",M2,6942148461,365344549,680,h027v004;h027v005;h028v004;h028v005,27,28,4,5,7305804900.0
146,42780,310M200US42780,42780,"Selinsgrove, PA",M2,851462481,7173377,681,h027v007,27,27,7,7,858720600.0
,19060,310M200US19060,19060,"Cumberland, MD-WV",M1,1947653075,18535226,682,h026v008;h026v009;h027v008,26,27,8,9,1965808800.0
350,31140,310M200US31140,31140,"Louisville/Jefferson County, KY-IN",M1,9268040329,160362235,683,h022v010;h023v010,22,23,10,10,9428240700.0
482,36260,310M200US36260,36260,"Ogden-Clearfield, UT",M1,18725460886,3639530112,684,h007v007;h008v007;h008v008,7,8,7,8,22359757500.0
,10500,310M200US10500,10500,"Albany, GA",M1,5005402344,65696221,685,h024v015,24,24,15,15,5071594500.0
332,29820,310M200US29820,29820,"Las Vegas-Henderson-Paradise, NV",M1,20438834319,438841388,686,h005v010;h005v011;h005v012;h006v010;h006v011,5,6,10,12,20876741100.0
365,32580,310M200US32580,32580,"McAllen-Edinburg-Mission, TX",M1,4068610100,31102596,687,h015v019,15,15,19,19,4102641000.0
488,41860,310M200US41860,41860,"San Francisco-Oakland-Hayward, CA",M1,6417203879,2456442138,688,h001v008;h001v009;h002v008;h002v009,1,2,8,9,6642883800.0
,32180,310M200US32180,32180,"Marshall, MO",M2,1956716995,29587339,690,h018v009;h018v010,18,18,9,10,1986149700.0
416,43060,310M200US43060,43060,"Shawnee, OK",M2,2040060547,14842439,691,h016v012;h016v013,16,16,12,13,2054799000.0
500,36020,310M200US36020,36020,"Oak Harbor, WA",M2,539898564,800096272,692,h003v001;h004v001,3,4,1,1,549474300.0
,48300,310M200US48300,48300,"Wenatchee, WA",M1,12276108825,266090154,693,h004v001;h004v002;h005v001;h005v002,4,5,1,2,12542360400.0
,17340,310M200US17340,17340,"Clearlake, CA",M2,3254288304,188912510,694,h001v007;h001v008;h002v007;h002v008,1,2,7,8,3443067900.0
150,14540,310M200US14540,14540,"Bowling Green, KY",M1,4182605024,62139750,695,h022v011;h023v011,22,23,11,11,4244940900.0
521,24640,310M200US24640,24640,"Greenfield Town, MA",M2,1811271672,65368074,696,h029v005;h029v006,29,29,5,6,1876288500.0
,26380,310M200US26380,26380,"Houma-Thibodaux, LA",M1,5957078045,3239855454,697,h020v016;h020v017,20,20,16,17,7063119900.0
164,16020,310M200US16020,16020,"Cape Girardeau, MO-IL",M1,3708762131,72939838,698,h020v011;h021v011,20,21,11,11,3781773900.0
,48660,310M200US48660,48660,"Wichita Falls, TX",M1,6784779872,144176905,699,h015v013;h015v014,15,15,13,14,6927406200.0
500,16500,310M200US16500,16500,"Centralia, WA",M2,6223223859,86636988,700,h003v002;h004v002;h004v003,3,4,2,3,6310655100.0
,31260,310M200US31260,31260,"Lufkin, TX",M2,2066240093,173369611,701,h017v015;h017v016;h018v015;h018v016,17,18,15,16,2239452900.0
,26140,310M200US26140,26140,"Homosassa Springs, FL",M1,1507100924,495589452,702,h025v017;h026v017,25,26,17,17,1711412100.0
300,27260,310M200US27260,27260,"Jacksonville, FL",M1,8293138571,1285729956,703,h025v015;h025v016;h026v015;h026v016,25,26,15,16,8871170400.0
288,20900,310M200US20900,20900,"El Campo, TX",M2,2813116863,21288266,704,h016v017;h017v017,16,17,17,17,2834135100.0
,38620,310M200US38620,38620,"Ponca City, OK",M2,2382084732,65369682,705,h016v011;h016v012,16,16,11,12,2447443800.0
450,37080,310M200US37080,37080,"Oxford, NC",M2,1374998243,14526326,706,h027v011,27,27,11,11,1389252600.0
446,34140,310M200US34140,34140,"Moscow, ID",M2,2786818332,2370271,707,h006v003,6,6,3,3,2790273600.0
,26740,310M200US26740,26740,"Hutchinson, KS",M2,3251332271,43417478,708,h015v010;h015v011;h016v010;h016v011,15,16,10,11,3294446400.0
212,43380,310M200US43380,43380,"Sidney, OH",M2,1055875225,7809814,709,h023v008,23,23,8,8,1063545300.0
,43320,310M200US43320,43320,"Show Low, AZ",M2,25770082478,24078111,710,h008v011;h008v012;h008v013,8,8,11,13,25795523700.0
,49300,310M200US49300,49300,"Wooster, OH",M2,1437257218,4885101,711,h024v008;h025v008,24,25,8,8,1442029500.0
,44020,310M200US44020,44020,"Spirit Lake, IA",M2,985764407,60490790,712,h017v006;h017v007,17,17,6,7,1045584900.0
142,45180,310M200US45180,45180,"Talladega-Sylacauga, AL",M2,3594135648,100885786,713,h022v014;h023v013;h023v014,22,23,13,14,3695235300.0
146,44980,310M200US44980,44980,"Sunbury, PA",M2,1187166422,49616021,714,h027v007;h027v008,27,27,7,8,1236535200.0
356,47580,310M200US47580,47580,"Warner Robins, GA",M1,2006923538,19556095,715,h024v014;h025v014,24,25,14,14,2026606500.0
,48180,310M200US48180,48180,"Waycross, GA",M2,3193625842,47013715,716,h025v015,25,25,15,15,3237236100.0
,40940,310M200US40940,40940,"Safford, AZ",M2,11972305015,47705575,717,h008v013;h008v014,8,8,13,14,12017995200.0
496,42340,310M200US42340,42340,"Savannah, GA",M1,3477941518,587429320,718,h025v014;h026v014,25,26,14,14,3700151100.0
350,21060,310M200US21060,21060,"Elizabethtown-Fort Knox, KY",M1,3082732343,72564897,719,h022v010;h022v011;h023v010;h023v011,22,23,10,11,3154683600.0
,43260,310M200US43260,43260,"Sheridan, WY",M2,6535552388,7986323,720,h010v005;h011v005,10,11,5,5,6546200400.0
,26340,310M200US26340,26340,"Houghton, MI",M2,4012466421,15328958860,721,h020v003;h020v004;h021v003;h021v004,20,21,3,4,4217739300.0
428,12100,310M200US12100,12100,"Atlantic City-Hammonton, NJ",M1,1439256827,300767732,722,h028v008;h029v008,28,29,8,8,1580933700.0
217,22860,310M200US22860,22860,"Fort Polk South, LA",M2,3439275943,35153783,724,h018v015;h018v016;h019v015;h019v016,18,19,15,16,3474682200.0
,37740,310M200US37740,37740,"Payson, AZ",M2,12323041468,97111975,725,h007v012;h007v013;h007v014;h008v013;h008v014,7,8,12,14,12421313100.0
222,20020,310M200US20020,20020,"Dothan, AL",M1,4444378744,33487986,726,h023v015;h024v015,23,24,15,15,4477722300.0
260,31460,310M200US31460,31460,"Madera, CA",M1,5535058332,41957139,727,h002v009;h002v010;h003v009;h003v010,2,3,9,10,5575679100.0
488,44700,310M200US44700,44700,"Stockton-Lodi, CA",M1,3603647025,91127543,728,h002v008;h002v009,2,2,8,9,3694430700.0
,17020,310M200US17020,17020,"Chico, CA",M1,4238422715,105325812,729,h002v007;h002v008;h003v007,2,3,7,8,4343731200.0
122,27600,310M200US27600,27600,"Jefferson, GA",M2,879716380,8906549,730,h024v013,24,24,13,13,888582600.0
120,14820,310M200US14820,14820,"Brevard, NC",M2,980388876,5135255,731,h024v012;h025v012,24,25,12,12,985635900.0
312,41140,310M200US41140,41140,"St. Joseph, MO-KS",M1,4287704814,50998239,732,h017v009;h018v009,17,18,9,9,4338288000.0
408,28740,310M200US28740,28740,"Kingston, NY",M1,2911755155,94599666,733,h028v006;h029v006,28,29,6,6,3005921700.0
312,28140,310M200US28140,28140,"Kansas City, MO-KS",M1,18792678289,304085198,734,h017v009;h017v010;h018v009;h018v010,17,18,9,10,19097907300.0
512,43580,310M200US43580,43580,"Sioux City, IA-NE-SD",M1,7606652277,57004554,735,h016v007;h017v007,16,17,7,7,7663665600.0
104,10580,310M200US10580,10580,"Albany-Schenectady-Troy, NY",M1,7282106737,172589034,736,h028v005;h028v006;h029v005;h029v006,28,29,5,6,7454534400.0
556,48620,310M200US48620,48620,"Wichita, KS",M1,12981364606,92855414,737,h015v011;h016v010;h016v011,15,16,10,11,13074077700.0
,31220,310M200US31220,31220,"Ludington, MI",M2,1282237606,1935670696,738,h022v006,22,22,6,6,1321750800.0
148,29060,310M200US29060,29060,"Laconia, NH",M2,1036582285,177039289,739,h029v005;h030v005,29,30,5,5,1213711200.0
412,39460,310M200US39460,39460,"Punta Gorda, FL",M1,1764034033,458806771,740,h026v018,26,26,18,18,1934126100.0
,33580,310M200US33580,33580,"Mitchell, SD",M2,2253330418,5924177,741,h015v006;h016v006,15,16,6,6,2259135900.0
,28820,310M200US28820,28820,"Kinston, NC",M2,1037491246,5802376,742,h027v011;h027v012;h028v011;h028v012,27,28,11,12,1043264700.0
420,36540,310M200US36540,36540,"Omaha-Council Bluffs, NE-IA",M1,11266396052,148188348,743,h016v008;h017v008,16,17,8,8,11414091600.0
,45820,310M200US45820,45820,"Topeka, KS",M1,8372470747,148307399,745,h016v010;h017v009;h017v010,16,17,9,10,8520838200.0
404,33980,310M200US33980,33980,"Morehead City, NC",M2,1311157125,2160964137,746,h028v011;h028v012;h029v011;h029v012,28,29,11,12,1460446200.0
,22500,310M200US22500,22500,"Florence, SC",M1,3525257657,24399017,747,h026v012;h026v013;h027v012;h027v013,26,27,12,13,3549679200.0
548,15700,310M200US15700,15700,"Cambridge, MD",M2,1400542045,1145386121,748,h028v009,28,28,9,9,1550167200.0
,15780,310M200US15780,15780,"Camden, AR",M2,3525859581,27976575,749,h018v014;h019v014,18,19,14,14,3553948800.0
544,47020,310M200US47020,47020,"Victoria, TX",M1,4491432535,36383641,750,h015v017;h015v018;h016v017;h016v018,15,16,17,18,4527381600.0
,34860,310M200US34860,34860,"Nacogdoches, TX",M2,2451523994,89758782,751,h017v015;h018v015;h018v016,17,18,15,16,2541343500.0
,46100,310M200US46100,46100,"Tullahoma-Manchester, TN",M2,2881800366,72655813,752,h022v012;h023v012,22,23,12,12,2953639800.0
,36980,310M200US36980,36980,"Owensboro, KY",M1,2327090348,85986267,753,h022v010;h022v011,22,22,10,11,2413856700.0
,21220,310M200US21220,21220,"Elko, NV",M2,55286157226,96830576,754,h005v006;h005v007;h005v008;h006v006;h006v007;h006v008;h007v007;h007v008,5,7,6,8,55381491900.0
,28420,310M200US28420,28420,"Kennewick-Richland, WA",M1,7620989925,214519172,755,h004v003;h005v003,4,5,3,3,7835708700.0
336,34460,310M200US34460,34460,"Mount Sterling, KY",M2,1760541810,23430907,756,h023v010;h024v010,23,24,10,10,1784021400.0
500,36500,310M200US36500,36500,"Olympia-Tumwater, WA",M1,1869969897,133393179,757,h003v002,3,3,2,2,1968013800.0
273,43900,310M200US43900,43900,"Spartanburg, SC",M1,3424313941,34016289,758,h025v012,25,25,12,12,3458403900.0
,17300,310M200US17300,17300,"Clarksville, TN-KY",M1,4398075054,132335357,759,h021v011;h022v011;h022v012,21,22,11,12,4529072700.0
,21980,310M200US21980,21980,"Fallon, NV",M2,12770148576,242405502,760,h004v007;h004v008;h005v008,4,5,7,8,13015555200.0
,38180,310M200US38180,38180,"Pierre, SD",M2,8269316423,506021650,761,h014v005;h014v006;h015v005;h015v006,14,15,5,6,8775660600.0
,37860,310M200US37860,37860,"Pensacola-Ferry Pass-Brent, FL",M1,4321779039,983764582,762,h022v015;h022v016,22,22,15,16,4906464300.0
,49460,310M200US49460,49460,"Yankton, SD",M2,1349811536,28629259,763,h016v007,16,16,7,7,1378417500.0
,16060,310M200US16060,16060,"Carbondale-Marion, IL",M1,2600974322,110046661,764,h020v010;h020v011;h021v010;h021v011,20,21,10,11,2711071800.0
,28660,310M200US28660,28660,"Killeen-Temple, TX",M1,7293536095,110014155,765,h015v015;h015v016;h016v015;h016v016,15,16,15,16,7403241600.0
,22700,310M200US22700,22700,"Fort Dodge, IA",M2,1853443705,7277624,766,h017v007;h018v007,17,18,7,7,1860890400.0
,10100,310M200US10100,10100,"Aberdeen, SD",M2,7352936358,111452523,767,h015v005;h016v005,15,16,5,5,7464885300.0
,40780,310M200US40780,40780,"Russellville, AR",M2,4513173241,96051278,768,h018v012;h018v013;h019v012,18,19,12,13,4609231200.0
520,44180,310M200US44180,44180,"Springfield, MO",M1,7787627619,35981602,769,h018v011;h019v011,18,19,11,11,7823620800.0
384,40820,310M200US40820,40820,"Ruston, LA",M2,1221806132,1897709,770,h019v014;h019v015,19,19,14,15,1224041400.0
184,11780,310M200US11780,11780,"Ashtabula, OH",M2,1818008353,1724826028,771,h025v007,25,25,7,7,1837725300.0
,25460,310M200US25460,25460,"Harrison, AR",M2,3655085427,36153684,772,h018v012,18,18,12,12,3691406700.0
426,37900,310M200US37900,37900,"Peoria, IL",M1,6399733016,121934958,773,h020v008;h020v009;h021v008,20,21,8,9,6521454900.0
448,25300,310M200US25300,25300,"Hannibal, MO",M2,2348355014,55510742,774,h019v009,19,19,9,9,2403342900.0
168,16300,310M200US16300,16300,"Cedar Rapids, IA",M1,5202686443,29083693,775,h019v007;h019v008,19,19,7,8,5231664900.0
,18300,310M200US18300,18300,"Coos Bay, OR",M2,4134073995,544388947,776,h001v004;h001v005;h002v004;h002v005,1,2,4,5,4214001600.0
,22820,310M200US22820,22820,"Fort Morgan, CO",M2,3316439900,34663099,777,h012v008;h012v009,12,12,8,9,3350825100.0
,43420,310M200US43420,43420,"Sierra Vista-Douglas, AZ",M1,15968982233,137024922,778,h007v015;h008v014;h008v015,7,8,14,15,16106491800.0
330,37020,310M200US37020,37020,"Owosso, MI",M2,1374710888,26336215,779,h023v006;h023v007,23,23,6,7,1401051600.0
106,24380,310M200US24380,24380,"Grants, NM",M2,11757111073,5799905,780,h009v012;h009v013;h010v012;h010v013,9,10,12,13,11762500500.0
456,23820,310M200US23820,23820,"Gardnerville Ranchos, NV",M2,1838162296,72317570,781,h003v008,3,3,8,8,1911084300.0
154,39700,310M200US39700,39700,"Raymondville, TX",M2,1529529800,501714702,782,h015v019;h016v019,15,16,19,19,1639737900.0
172,43140,310M200US43140,43140,"Shelby, NC",M2,1202562646,10201818,783,h025v012,25,25,12,12,1212703200.0
,35740,310M200US35740,35740,"Norfolk, NE",M2,4076485455,18404444,784,h016v007;h016v008,16,16,7,8,4094820900.0
,19220,310M200US19220,19220,"Danville, KY",M2,1329044507,15775952,785,h023v010;h023v011,23,23,10,11,1344855600.0
394,10940,310M200US10940,10940,"Alma, MI",M2,1472309905,8154670,786,h023v006,23,23,6,6,1480471200.0
,10180,310M200US10180,10180,"Abilene, TX",M1,7105577372,36847363,787,h014v014;h014v015;h015v015,14,15,14,15,7142719500.0
520,14700,310M200US14700,14700,"Branson, MO",M2,2839860330,170786575,788,h018v011;h018v012;h019v011;h019v012,18,19,11,12,3010591800.0
412,35840,310M200US35840,35840,"North Port-Sarasota-Bradenton, FL",M1,3364246958,826435641,789,h025v018;h026v018,25,26,18,18,3629382300.0
306,27780,310M200US27780,27780,"Johnstown, PA",M1,1782823041,13677375,790,h026v008,26,26,8,8,1796027400.0
106,31060,310M200US31060,31060,"Los Alamos, NM",M2,282741305,229939,791,h010v012;h011v012,10,11,12,12,283071600.0
,16940,310M200US16940,16940,"Cheyenne, WY",M1,6956499752,4269804,792,h011v008;h012v008,11,12,8,8,6960590100.0
376,13180,310M200US13180,13180,"Beaver Dam, WI",M2,2267985235,81403926,793,h020v006;h021v006,20,21,6,6,2349534600.0
,24140,310M200US24140,24140,"Goldsboro, NC",M1,1432263112,9863348,794,h027v011;h027v012,27,27,11,12,1442228400.0
,47780,310M200US47780,47780,"Washington, IN",M2,1112370962,19127827,795,h022v010,22,22,10,10,1131438600.0
,30020,310M200US30020,30020,"Lawton, OK",M1,4408014204,61426399,796,h015v013,15,15,13,13,4470210900.0
532,12180,310M200US12180,12180,"Auburn, NY",M2,1791214123,445685237,797,h027v005;h027v006,27,27,5,6,1904619600.0
184,15940,310M200US15940,15940,"Canton-Massillon, OH",M1,2512120672,24803490,798,h025v008,25,25,8,8,2537059500.0
,24260,310M200US24260,24260,"Grand Island, NE",M1,5551274904,67070880,799,h015v008;h016v008,15,16,8,8,5618412000.0
,40740,310M200US40740,40740,"Roswell, NM",M2,15708996045,25507630,800,h011v013;h011v014;h012v013;h012v014,11,12,13,14,15735179700.0
316,37940,310M200US37940,37940,"Peru, IN",M2,968246955,9184625,801,h022v008,22,22,8,8,977195700.0
198,34540,310M200US34540,34540,"Mount Vernon, OH",M2,1361054322,10718576,802,h024v008,24,24,8,8,1371669300.0
352,30220,310M200US30220,30220,"Levelland, TX",M2,2352723913,446119,803,h013v013;h013v014,13,13,13,14,2353374900.0
462,12380,310M200US12380,12380,"Austin, MN",M2,1842332263,617229,804,h018v006;h019v006,18,19,6,6,1843608600.0
430,48260,310M200US48260,48260,"Weirton-Steubenville, WV-OH",M1,1502240255,29714228,805,h025v008,25,25,8,8,1531999800.0
515,35660,310M200US35660,35660,"Niles-Benton Harbor, MI",M1,1470458178,2625533765,806,h022v007,22,22,7,7,1503595800.0
456,22280,310M200US22280,22280,"Fernley, NV",M2,5183310353,59602530,807,h003v008;h003v009;h004v008;h004v009,3,4,8,9,5244027300.0
466,40420,310M200US40420,40420,"Rockford, IL",M1,2056847303,18446904,808,h020v007;h021v007,20,21,7,7,2075291100.0
,12300,310M200US12300,12300,"Augusta-Waterville, ME",M2,2246806175,216724439,809,h030v004,30,30,4,4,2463997500.0
216,24540,310M200US24540,24540,"Greeley, CO",M1,10326656276,76677079,810,h012v008;h012v009,12,12,8,9,10404496800.0
,28300,310M200US28300,28300,"Keene, NH",M2,1830365875,57990894,811,h029v005;h030v005,29,30,5,5,1888145100.0
522,27300,310M200US27300,27300,"Jacksonville, IL",M2,2123056101,13877698,812,h020v009,20,20,9,9,2137145400.0
450,41820,310M200US41820,41820,"Sanford, NC",M2,660335366,10582970,813,h027v011;h027v012,27,27,11,12,670948200.0
378,22060,310M200US22060,22060,"Faribault-Northfield, MN",M2,1284223348,52062136,814,h018v006,18,18,6,6,1336445100.0
218,35500,310M200US35500,35500,"Newton, IA",M2,1891773574,6565706,815,h018v008,18,18,8,8,1898395200.0
,25820,310M200US25820,25820,"Hereford, TX",M2,3876866567,3926557,816,h012v012;h012v013;h013v012;h013v013,12,13,12,13,3881322000.0
174,19140,310M200US19140,19140,"Dalton, GA",M1,1644571669,7253399,817,h023v012;h023v013,23,23,12,13,1651626900.0
,13420,310M200US13420,13420,"Bemidji, MN",M2,6487143193,1426179537,818,h017v003;h017v004,17,17,3,4,7914245400.0
428,39740,310M200US39740,39740,"Reading, PA",M1,2218040257,24252061,819,h027v008;h028v007;h028v008,27,28,7,8,2242747800.0
376,39540,310M200US39540,39540,"Racine, WI",M1,861267826,1190381792,820,h021v007,21,21,7,7,882167400.0
267,43020,310M200US43020,43020,"Shawano, WI",M2,3239110795,61546371,821,h020v005;h021v005,20,21,5,5,3300686100.0
,27340,310M200US27340,27340,"Jacksonville, NC",M1,1975580950,370722552,822,h028v012,28,28,12,12,2078031600.0
185,26940,310M200US26940,26940,"Indianola, MS",M2,1807175369,23758961,823,h020v013;h020v014,20,20,13,14,1831381200.0
,17740,310M200US17740,17740,"Coldwater, MI",M2,1311513993,34440013,824,h022v007;h023v007,22,23,7,7,1345748400.0
,17820,310M200US17820,17820,"Colorado Springs, CO",M1,6951302281,12053395,825,h011v009;h011v010;h012v009;h012v010,11,12,9,10,6963858000.0
258,19540,310M200US19540,19540,"Decatur, IN",M2,878078799,2430642,826,h023v008,23,23,8,8,880564500.0
308,27860,310M200US27860,27860,"Jonesboro, AR",M1,3795916419,27688969,827,h020v012,20,20,12,12,3823731900.0
,38340,310M200US38340,38340,"Pittsfield, MA",M1,2400491048,50746697,828,h029v005;h029v006,29,29,5,6,2450978100.0
390,21900,310M200US21900,21900,"Fairmont, WV",M2,799642465,7186184,829,h025v009;h026v009,25,26,9,9,806761800.0
,22340,310M200US22340,22340,"Fitzgerald, GA",M2,647809457,9807028,830,h024v015;h025v015,24,25,15,15,657695700.0
280,32000,310M200US32000,32000,"Marion, NC",M2,1141169556,13956785,831,h025v011;h025v012,25,25,11,12,1155006900.0
,38540,310M200US38540,38540,"Pocatello, ID",M1,2880037048,91799953,832,h008v006;h008v007,8,8,6,7,2971575900.0
554,44620,310M200US44620,44620,"Stevens Point, WI",M2,2074117686,56938029,833,h020v005;h020v006,20,20,5,6,2131109100.0
,16100,310M200US16100,16100,"Carlsbad-Artesia, NM",M2,10815081659,56440148,834,h011v014;h011v015;h012v014;h012v015,11,12,14,15,10869745500.0
145,38700,310M200US38700,38700,"Pontiac, IL",M2,2704687496,4252884,835,h021v008,21,21,8,8,2709108900.0
339,13100,310M200US13100,13100,"Beatrice, NE",M2,2205274215,22014404,836,h016v009,16,16,9,9,2227737600.0
209,17540,310M200US17540,17540,"Clinton, IA",M2,1799830897,39514681,837,h019v007;h019v008;h020v007;h020v008,19,20,7,8,1839457800.0
488,42220,310M200US42220,42220,"Santa Rosa, CA",M1,4081401191,497545934,838,h001v008;h002v008,1,2,8,8,4123006200.0
,27220,310M200US27220,27220,"Jackson, WY-ID",M2,11513645748,573740071,839,h008v005;h008v006;h009v005;h009v006,8,9,5,6,12088391400.0
,45340,310M200US45340,45340,"Taos, NM",M2,5705972272,3385844,840,h011v011;h011v012,11,11,11,12,5709601800.0
,33860,310M200US33860,33860,"Montgomery, AL",M1,7027037498,189733905,841,h022v014;h022v015;h023v014;h023v015,22,23,14,15,7216722900.0
174,42460,310M200US42460,42460,"Scottsboro, AL",M2,2791663770,126657151,842,h022v012;h022v013;h023v012;h023v013,22,23,12,13,2919101400.0
,25760,310M200US25760,25760,"Helena-West Helena, AR",M2,1801659695,82148488,843,h020v013,20,20,13,13,1884194100.0
384,12820,310M200US12820,12820,"Bastrop, LA",M2,2058870191,28878805,844,h019v014;h019v015,19,19,14,15,2087685000.0
246,29900,310M200US29900,29900,"Laurinburg, NC",M2,825813447,3821988,845,h026v012;h027v012,26,27,12,12,829534500.0
,37780,310M200US37780,37780,"Pecos, TX",M2,6825586561,17396681,846,h011v015;h012v015;h012v016,11,12,15,16,6842178900.0
548,25180,310M200US25180,25180,"Hagerstown-Martinsburg, MD-WV",M1,2017453322,25788393,847,h027v008;h027v009,27,27,8,9,2043671400.0
,36100,310M200US36100,36100,"Ocala, FL",M1,4112985503,193293405,848,h025v016;h025v017;h026v016;h026v017,25,26,16,17,4306291200.0
318,34020,310M200US34020,34020,"Morgan City, LA",M2,1438844850,1460448190,849,h019v016;h019v017;h020v016;h020v017,19,20,16,17,1907063100.0
350,12680,310M200US12680,12680,"Bardstown, KY",M2,1081354529,16997328,850,h023v010;h023v011,23,23,10,11,1098341100.0
